"전철역코드","전철역명","전철역명_영문","호선","외부코드","사이버스테이션","관리소코드","관리소명","개통일","전화번호","FAX번호","우편번호","주소","현장민원소","관광안내소","문화공간","항공권판매","장애인시설","만남의장소","주차장","자전거보관소","무인민원발급기","역무실","수유방","엘레베이터","에스컬레이터","휠체어리프트시설","스피드게이트","화장실","역명한자","유래","X좌표","Y좌표","X좌표(WGS)","Y좌표(WGS)"
"1955","마두","Madu","3","313","1955","410000","철도청구간","","031-904-7788","","10414","경기도 고양시 일산동구 중앙로 지하 1180","","","","","","","","","","","N","","","","","게이트 외부","馬頭","이곳의 주산인 정발산의 생김 모양이 말머리와 같다고 하여 붙여진 명칭이다.","450765","1152723","37.652206","126.777620"
"2714","마들","Madeul","7","712","2714","350500","태릉역무관리소","1996-10-11 00:00:00","02-6311-7121","931-9851","01674","서울특별시 노원구 동일로 지하 1530-1","","","","","","","","Y","","","N","","","","","게이트 외부","마들","○ 마들이라는 지명은 예전 상계동에 역참기지가 있어 말들을 들에 놓아 키웠기 때문에 유래되었다고 하는 설과 상계동 일대가 삼밭이어서 순우리말인 마뜰에서 유래되었다는 설 등 두 가지가 있다.","512587","1156285","37.664940","127.057675"
"1319","마석","Maseok","G","P130","1319","410000","철도청구간","","031-593-7788","","12180","경기도 남양주시 화도읍 마석중앙로 107","","","","","","","","","","","N","","","","","게이트 외부","磨石","","568527","1153065","37.652782","127.311767"
"2542","마장","Majang","5","541","2542","350200","왕십리역무관리소","1995-11-15 00:00:00","02-6311-5411","","04758","서울특별시 성동구 마장로 지하 296","N","N","N","N","N","Y","N","Y","","","N","","","","","게이트 외부","馬場","○ 조선초기부터 말을 기르던 양마장이 이곳에 있어서 마장동이라 불리게 된데서 유래되었다.","509362","1128847","37.566100","127.042973"
"3204","마전","Majeon","I2","I204","3204","","","2016-07-30","032-451-4304","032-451-4334","","인천시 서구 마전동 999-25","","","","","","","","","","","Y","","","","","","麻田","○ 조선시대에 김포군 마산면 마전리에 속하였던 지역으로 1914년 행정구역 통폐합에 따라 여래리를 병합하여 마전리라 하고 검단면·노장면·마산면을 합한 검단면에 편입되었다. 지명은 마을에 삼[麻]을 많이 심어 삼밭이라고 하였는데 이후 삼밭이가 삼바지로 변한 것을 한자로 표기한 데에서 유래되었다.","","","37.597566","126.666998"
"2561","마천","Macheon","5","P555","2561","350250","강동역무관리소","1995-03-30 00:00:00","02-6311-5601","","05758","서울특별시 송파구 마천로57길 지하 7","","","","","","","","","","","N","","","","","게이트 외부","馬川","○ 이 곳에 위치한 마산(馬山)에서 따온 이름이라는 설과 조선조 임경업 장군이 마산을 가는 도중 백마를 얻어 거여동을 지나다가 백마에 물을 먹였다는 전설에 따라 붙여진 동네 이름을 역이름으로 지었다.","533682","1109147","37.494990","127.152781"
"2529","마포","Mapo","5","528","2529","350100","영등포역무관리소","1996-12-30 00:00:00","02-6311-5281","","04167","서울특별시 마포구 마포대로 지하 33","","","","","","","","Y","","","N","","","","","게이트 외부","麻浦","○ 우리말 삼개로 불리어지는 포구 이름 마포에서 유래한 것이다. 즉 삼(麻)개(浦)의 한자음에서 따온 동네 이름 마포동에서 유래되었다.","487855","1121387","37.539574","126.945932"
"2621","마포구청","Mapo-gu Office","6","620","2621","350350","삼각지역무관리소","2000-12-15 00:00:00","02-6311-6201","","03938","서울특별시 마포구 월드컵로 지하 190","N","N","N","N","N","N","N","Y","","","N","","","","","게이트 외부","麻浦區廳","○ 마포는 우리말 "삼개"로 불리워지는 포구이름 마포(麻浦)에서 유래한 것으로 역사 인근에 마포구청이 위치하고 있어 마포구청역이라 명명되었다.","478397","1128185","37.563515","126.903343"
"3224","만수","Mansu","I2","I224","3224","","","2016-07-30","032-451-4324","032-451-4354","","인천광역시 남동구 만수동 993","","","","","","","","","","","Y","","","","","","万壽","○ 옛날 이름은 새말 구룡골 산밑말 담뱅이말 장승배기 새골 비리고개 돌골 쇠판 등이라고 하였으며 백세까지 장수하는 마을이라는 뜻에서 만수라 칭했다고 유래되었다.","","","37.454911","126.732094"
"1310","망우","Mangu","G","P121","1203","410000","철도청구간","","02-432-7788","","02086","서울특별시 중랑구 망우로55길 11-10","","","","","","","","","","","N","","","","","게이트 외부","忘憂","","520227","1138095","37.599550","127.091909"
"1310","망우","Mangu","G","P121","1203","410000","철도청구간","","02-432-7788","","02086","서울특별시 중랑구 망우로55길 11-10","","","","","","","","","","","N","","","","","게이트 외부","忘憂","","520227","1138095","37.599550","127.091909"
"1203","망우","Mangu","K","K121","1203","","","2005-12-16 14:19:2","02-432-7788","","02086","서울특별시 중랑구 망우로55길 11-10","N","N","N","N","N","N","N","N","","","N","","","","","게이트 외부","忘憂","","520227","1138095","37.599550","127.091909"
"1203","망우","Mangu","K","K121","1203","","","2005-12-16 14:19:2","02-432-7788","","02086","서울특별시 중랑구 망우로55길 11-10","N","N","N","N","N","N","N","N","","","N","","","","","게이트 외부","忘憂","","520227","1138095","37.599550","127.091909"
"2622","망원","Mangwon","6","621","2622","350350","삼각지역무관리소","2000-12-15 00:00:00","02-6311-6211","","04012","서울특별시 마포구 월드컵로 지하 77","N","N","N","N","N","N","N","Y","","","N","","","","","게이트 외부","望遠","○ 효령대군의 별장인 희우정을 월산대군이 성종 15년(1484년) "아름다운 산과 강의 경치를 멀리 바라본다"는 뜻인 망원정으로 이름을 바꾼 데서 망원동이 유래되었다.","479897","1125917","37.556094","126.910052"
"1904","망월사","Mangwolsa","1","112","1904","410000","철도청구간","","031-873-7788","","11711","경기도 의정부시 평화로 221","","","","","","","","","","","N","","","","","게이트 내부","望月寺","인근에 해마다 정월 대보름에 만월을 보는 사찰이라 하여 망월사라 붙여진 절이 있어 유래됨.","510207","1168925","37.709914","127.047455"
"1869","망포","Mangpo","B","K241","1869","410000","코레일구간","","031-203-7720","","16690","경기도 수원시 영통구 덕영대로 지하 1520","","","","","","","","","","","N","","","","","게이트 외부","網浦","","512500","1040000","37.245795","127.057353"
"1872","매교","Maegyo","B","K244","1872","410000","코레일구간","","1544-7788","","16573","경기도 수원시 팔달구 효원로 지하 126","","","","","","","","","","","N","","","","","게이트 외부","梅校","","503400","1045300","37.265481","127.015678"
"0333","매봉","Maebong","3","343","0333","133400","도곡영업소","1993-10-30 00:00:00","02-6110-3431","6110 - 3439","06297","서울특별시 강남구 남부순환로 지하 2744","N","N","N","N","N","Y","N","Y","Y","Y","N","Y","N","N","Y","게이트 외부","매봉","○ 역 인근에 매봉산이 위치하고 있어 매봉역이라 이름 지었다.","510257","1106985","37.486947","127.046769"
"1870","매탄권선","MaetanGwonseon","B","K242","1870","410000","코레일구간","","1544-7788","","16548","경기도 수원시 영통구 권선로 지하 841","","","","","","","","","","","N","","","","","게이트 외부","梅灘勸善","","508800","1042000","37.252759","127.040566"
"2720","먹골","Meokgol","7","718","2720","350500","태릉역무관리소","1996-10-11 00:00:00","02-6311-7181","973-5204","02006","서울특별시 중랑구 동일로 지하 901","","","","","","","","Y","","","N","","","","","게이트 외부","먹골","○ 먹골은 조선시대 먹을 제조하여 붙여진 묵동이라는 이름을 순수한 우리말로 표기한 것이라고도 하며 문방사우(文房四友)의 하나인 먹을 이 마을의 이름으로 붙여야 학문이 발달할 것이라는 필기설에 따라 정해졌다는 설이 있다.","516982","1141245","37.610637","127.077725"
"2723","면목","Myeonmok","7","721","2723","350550","대공원역무관리소","1996-10-11 00:00:00","02-6311-7211","433-0512","02146","서울특별시 중랑구 면목로 지하 407","N","N","N","N","N","Y","N","Y","","","N","","","","","게이트 외부","面牧","○ 이 지역은 옛날 말을 먹여 기르던 성의 문이 있어서 구문게 구문계 곰계등으로 부르던 곳이다. '면목(面牧)'이란 목장을 앞에 두고 있다는 뜻이다. 1954년 8월 15일부터 중계 하계 면목리 등이 합해져 면목동이라 유래되었다. 그 후 기존 주거지 및 상권과 혼합된 지역으로서 지명과 동일하게 역명이 지어졌다.","519095","1135127","37.588579","127.087503"
"0424","명동","Myeong-dong","4","424","0424","141700","길음영업소","1985-10-18 00:00:00","02-6110-4241","6110 - 4249","04629","서울특별시 중구 퇴계로 지하 126","N","N","N","N","Y","Y","N","N","Y","Y","N","N","Y","N","Y","게이트 내부","明洞","○ 명동은 조선초부터 이곳을 명례방이라 한데서 유래된 것이다. 유행의 1번지로 일컫는 이곳은 한때 다방을 중심으로 '예술의 거리'로 알려졌다.","496773","1127452","37.560989","126.986325"
"2552","명일","Myeongil","5","551","2552","350250","강동역무관리소","1995-11-15 00:00:00","02-6311-5511","","05266","서울특별시 강동구 양재대로 지하 1632","N","N","N","N","N","Y","N","Y","","","N","","","","","게이트 외부","明逸","○ 고려 성종 11년(994년)에 이곳에 공용으로 출장하는 관리들의 숙박소로서 명일원을 두어 여행하는 사람들의 편의를 도모해 주었으므로 그 이름을 따서 명일원 원텃골이라 한데서 유래되었다.","531702","1124652","37.551370","127.143999"
"4510","명지대","Myongji Univ.","E","Y118","4510","410000","용인경전철","2014-09-20","031-329-3570","","17046","경기도 용인시 처인구 금학로 241","","","","","","","","","","","N","","","","","게이트 외부","明知大","","542100","1037900","37.237964","127.190294"
"1707","명학","Myeonghak","1","P148","1707","410000","철도청구간","","031-441-7788","","14088","경기도 안양시 만안구 만안로 20","","","","","","","","","","","N","","","","","게이트 외부","鳴鶴","옛날 이곳에 주변에 두루미가 많이 서식하여 두루미 울음소리가 크게 들려 이 이름을 따서 명학이라 한데서 유래되었다.","485522","1078495","37.384653","126.935433"
"2827","모란","Moran","8","826","1853","350750","모란역무관리소","","02-6311-8261","","13326","경기도 성남시 수정구 산성대로 지하 100","N","N","N","N","N","N","N","Y","Y","","Y","","","","","게이트 외부","牡丹","","528402","1091947","37.432130","127.129087"
"2827","모란","Moran","8","826","1853","350750","모란역무관리소","","02-6311-8261","","13326","경기도 성남시 수정구 산성대로 지하 100","N","N","N","N","N","N","N","Y","Y","","Y","","","","","게이트 외부","牡丹","이북평양이 고향인 김창숙이 월남하여 예편하고 광주군수를 지낸후 1970년 당시의 광주군 들마면 하대원리에서 황무지 개간사업을 시작하여 동네가 형성되자 이북에 두고 온 어머님을 그리는 뜻에서 "모란"이란 지명을 사용하였다.","528402","1091947","37.432130","127.129087"
"1853","모란","Moran","B","K225","1853","410000","코레일구간","","031-721-4600","","13376","경기도 성남시 중원구 성남대로 지하 1147","N","N","N","N","N","N","N","N","Y","","N","","","","","게이트 외부","牡丹","","528402","1091947","37.432130","127.129087"
"1853","모란","Moran","B","K225","1853","410000","코레일구간","","031-721-4600","","13376","경기도 성남시 중원구 성남대로 지하 1147","N","N","N","N","N","N","N","N","Y","","N","","","","","게이트 외부","牡丹","이북평양이 고향인 김창숙이 월남하여 예편하고 광주군수를 지낸후 1970년 당시의 광주군 들마면 하대원리에서 황무지 개간사업을 시작하여 동네가 형성되자 이북에 두고 온 어머님을 그리는 뜻에서 "모란"이란 지명을 사용하였다.","528402","1091947","37.432130","127.129087"
"3223","모래내시장","Moraenae Market","I2","I223","3223","","","2016-07-30","032-451-4323","032-451-4353","","인천광역시 남구 구월동 341-6","","","","","","","","","","","Y","","","","","","沙丘市場","○ '모래내'는 하천에 모래가 많이 쌓여 물이 밑으로 스며드는 곳을 말한다. 인천 구월동 모래내시장은 1985년 한두 개의 노점으로 시작해 30년 가까운 세월에 걸쳐 그 품을 넓힌 시장이다.","","","37.455830","126.719298"
"2521","목동","Mok-dong","5","520","2521","350100","영등포역무관리소","1996-08-12 00:00:00","02-6311-5201","","07993","서울특별시 양천구 오목로 지하 245","Y","","","","","","","Y","","","Y","","","","","게이트 외부","木洞","○ 목동역 이름의 유래가 된 동명은 김포군 양동면 목동리에서 비롯되었으며 양천군 남산면의 작은 부락인 달기리 엄지리 남아리 모새미 마장안을 합쳐 외목동 내목동 월촌리가 되었으며 처음에는 牧洞(목동)이라 하였고 점차 표기가 달라져 木洞(목동)으로 불려졌다.","469885","1117862","37.526065","126.864931"
